,Education,Marital_Status,Income($),Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Age,Postgraduate,no_of_children,Parent,family_size,custm_tot_purchase($),AggClusters
79,Graduation,Married,56046.0,0,0,2013-01-02,9,577,0,64,0,0,51,2,10,1,8,8,customer accepted the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,49,Graduation_or_Basic,0,0,2,692,Cluster3
80,Graduation,Single,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,29,Graduation_or_Basic,1,1,2,165,Cluster4
81,Graduation,Married,26304.0,1,0,2013-06-23,5,4,1,5,2,0,4,1,1,0,2,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,45,Graduation_or_Basic,1,1,3,16,Cluster4
82,Master,Married,23559.0,1,0,2013-07-03,87,25,5,19,7,0,23,3,3,0,3,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,41,Phd_or_Master,1,1,3,79,Cluster4
83,Master,Married,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,51,Phd_or_Master,0,0,2,318,Cluster4
84,Graduation,Divorced,81361.0,0,0,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,27,Graduation_or_Basic,0,0,1,778,Cluster1
85,Graduation,Married,29440.0,1,1,2013-08-11,95,17,8,14,10,4,3,2,1,0,4,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,54,Graduation_or_Basic,2,1,4,56,Cluster2
86,Master,Married,36138.0,1,1,2013-07-16,48,130,0,16,0,0,5,5,3,1,4,7,customer did not accept the offer in the 3rd campaign,customer accepted the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,44,Phd_or_Master,2,1,4,151,Cluster2
87,Graduation,Single,50388.0,0,1,2014-05-28,3,292,6,37,0,3,34,4,6,1,6,7,customer did not accept the offer in the 3rd campaign,customer accepted the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer accepted the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,57,Graduation_or_Basic,1,1,2,372,Cluster2
88,Graduation,Married,79593.0,0,0,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,2,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer accepted the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,41,Graduation_or_Basic,0,0,2,1366,Cluster1
89,Graduation,Married,54178.0,0,1,2014-01-21,79,135,9,39,4,0,7,1,2,2,5,2,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,47,Graduation_or_Basic,1,1,3,194,Cluster4
90,PhD,Married,51381.5,2,1,2012-11-19,4,230,42,192,49,37,53,12,7,2,8,9,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,57,Phd_or_Master,3,1,5,603,Cluster2
91,Graduation,Single,51381.5,1,1,2014-05-27,45,7,0,8,2,0,1,1,1,0,2,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,57,Graduation_or_Basic,2,1,3,18,Cluster2
92,Master,Married,51381.5,0,0,2013-11-23,87,445,37,359,98,28,18,1,2,4,8,1,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,41,Phd_or_Master,0,0,2,985,Cluster1
93,Master,Single,42394.0,1,0,2014-03-23,69,15,2,10,0,1,4,1,1,0,3,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,42,Phd_or_Master,1,1,2,32,Cluster4
94,PhD,Married,23626.0,1,0,2014-05-24,84,27,2,14,0,0,0,3,3,1,3,5,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,44,Phd_or_Master,1,1,3,43,Cluster4
95,Graduation,Married,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,31,Graduation_or_Basic,1,1,3,45,Cluster4
96,Graduation,Widow,47916.0,0,1,2012-11-22,72,505,0,26,0,0,75,5,7,4,6,6,customer did not accept the offer in the 3rd campaign,customer accepted the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,54,Graduation_or_Basic,1,1,2,606,Cluster3
97,Graduation,Divorced,51813.0,1,1,2013-04-11,37,51,2,7,0,1,2,2,2,0,3,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,42,Graduation_or_Basic,2,1,3,63,Cluster2
98,Master,Married,78497.0,0,0,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,2,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer accepted the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,63,Phd_or_Master,0,0,2,978,Cluster1
99,PhD,Married,50150.0,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,31,Phd_or_Master,0,0,2,410,Cluster1
100,Master,Single,47823.0,0,1,2013-07-23,0,53,1,5,2,1,10,2,2,0,3,8,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,54,Phd_or_Master,1,1,2,72,Cluster2
101,PhD,Single,34554.0,0,1,2014-03-30,43,41,1,6,2,0,5,2,2,0,3,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,55,Phd_or_Master,1,1,2,55,Cluster2
102,Graduation,Married,85693.0,0,1,2013-04-20,59,386,172,183,185,132,111,2,9,5,11,5,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,35,Graduation_or_Basic,1,1,3,1169,Cluster3
103,PhD,Married,65846.0,0,0,2013-05-17,68,562,81,276,80,40,81,1,6,3,6,4,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,69,Phd_or_Master,0,0,2,1120,Cluster1
104,Graduation,Married,87195.0,0,0,2014-05-08,35,217,76,690,50,26,38,1,3,11,5,1,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,55,Graduation_or_Basic,0,0,2,1097,Cluster1
105,Basic,Married,24594.0,1,0,2013-12-10,94,1,3,6,10,0,9,1,1,0,3,5,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,35,Graduation_or_Basic,1,1,3,29,Cluster4
106,Graduation,Married,49096.0,1,1,2013-09-24,15,144,1,32,2,1,7,4,4,1,4,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,50,Graduation_or_Basic,2,1,4,187,Cluster2
107,Graduation,Married,52413.0,0,2,2013-02-02,56,295,106,271,75,98,65,4,6,4,12,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,45,Graduation_or_Basic,2,1,4,910,Cluster3
108,Graduation,Single,38557.0,1,0,2012-12-19,17,76,3,31,4,4,27,2,3,1,3,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,36,Graduation_or_Basic,1,1,2,145,Cluster4
109,Master,Married,89058.0,0,0,2012-12-07,18,454,194,106,31,22,43,1,5,4,4,2,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,54,Phd_or_Master,0,0,2,850,Cluster1
